43.111,-77.674,0.38172
43.111,-77.673,0.38172
43.111,-77.671,0.38172
43.111,-77.67,0.38172
43.111,-77.669,0.38172
43.111,-77.667,0.38172
43.111,-77.666,0.38172
43.111,-77.664,0.38172
43.111,-77.663,0.03948
43.111,-77.662,0.03948
43.111,-77.66,0.03948
43.111,-77.659,0.03948
43.111,-77.658,0.03948
43.111,-77.656,0.03948
43.111,-77.655,0.03948
43.111,-77.654,0.03948
43.111,-77.652,0.076921
43.111,-77.651,0.076921
43.111,-77.65,0.076921
43.111,-77.648,0.076921
43.111,-77.647,0.076921
43.111,-77.646,0.076921
43.111,-77.644,0.076921
43.111,-77.643,0.076921
43.111,-77.642,0.076921
43.111,-77.64,0.076921
43.111,-77.639,0.20408
43.111,-77.638,0.20408
43.111,-77.636,0.20408
43.111,-77.635,0.20408
43.111,-77.634,0.20408
43.111,-77.632,0.20408
43.111,-77.631,0.20408
43.111,-77.63,0.20408
43.111,-77.628,0.19444
43.111,-77.627,0.19444
43.111,-77.626,0.19444
43.111,-77.624,0.19444
43.111,-77.623,0.20408
43.111,-77.622,0.2
43.111,-77.62,0.2
43.111,-77.619,0.2
43.111,-77.618,0.2
43.111,-77.616,0.2
43.111,-77.615,0.2
43.111,-77.614,0.19444
43.111,-77.612,0.19444
43.111,-77.611,0.19444
43.111,-77.61,0.19444
43.111,-77.608,0.19444
43.111,-77.607,0.19444
43.111,-77.606,0.19444
43.111,-77.604,0.19444
43.111,-77.603,0.19444
43.111,-77.602,0.19444
43.111,-77.6,0.19444
43.111,-77.599,0.19444
43.111,-77.598,0.19444
43.111,-77.596,0.19444
43.111,-77.595,0.19444
43.111,-77.594,0.19444
43.111,-77.592,0.19444
43.111,-77.591,0.19444
43.111,-77.59,0.19444
43.111,-77.588,0.14286
43.111,-77.587,0.14286
43.111,-77.586,0.14286
43.111,-77.584,0.14286
43.111,-77.583,0.33316
43.111,-77.581,0.33316
43.111,-77.58,0.33316
43.111,-77.579,0.33316
43.111,-77.577,0.33316
43.111,-77.576,0.33316
43.111,-77.575,0.33316
43.111,-77.573,0.33316
43.111,-77.572,0.33316
43.111,-77.571,0.33316
43.111,-77.569,0.33316
43.111,-77.568,0.33316
43.111,-77.567,0.047151
43.111,-77.565,0.047151
43.111,-77.564,0.047151
43.111,-77.563,0.047151
43.111,-77.561,0.047151
43.111,-77.56,0.047151
43.111,-77.559,0.047151
43.111,-77.557,0.047151
43.111,-77.556,0.047151
43.111,-77.555,0.047151
43.111,-77.553,0.047151
43.111,-77.552,0.047151
43.111,-77.551,0.047151
43.111,-77.549,0.047151
43.111,-77.548,0.083345
43.111,-77.547,0.083345
43.111,-77.545,0.083345
43.111,-77.544,0.083345
43.111,-77.543,0.083345
43.111,-77.541,0.083345
43.113,-77.674,0.38172
43.113,-77.673,0.38172
43.113,-77.671,0.38172
43.113,-77.67,0.38172
43.113,-77.669,0.38172
43.113,-77.667,0.38172
43.113,-77.666,0.38172
43.113,-77.664,0.38172
